firm_id,date,text
tesla,2017-2,* Constellation Brands Inc : Goldman Sachs cuts target price by $2 to $187
tesla,2017-2,* Continental Building Products : Deutsche Bank ups target price to $23 from $22
tesla,2017-2,* Costco Wholesale : JP Morgan raises target price to $190 from $178; overweight
tesla,2017-2,* Cotiviti Holdings : Morgan Stanley raises target to $37 from $32; equal-weight
tesla,2017-2,* Cott Corp : JP Morgan cuts target price to $13.5 from $16.5; rating neutral
tesla,2017-2,* Delek US Holdings Inc : Morgan Stanley cuts target price to $25 from $28
tesla,2017-2,* Digitalglobe Inc : Dougherty and Company cuts to neutral from buy
tesla,2017-2,* Digitalglobe Inc : JP Morgan raises target price to $33 from $25; rating neutral
tesla,2017-2,* Dish Network Corp : Deutsche Bank raises target price to $103 from $102
tesla,2017-2,* Dupont Fabros Technology : RBC raises target price to $56 from $49; outperform
tesla,2017-2,* Eagle Point Credit Company Inc : KBW raises target price to $19 from $18.5
tesla,2017-2,* Eaton Corporation Plc : Morgan Stanley raises target price to $83 from $81
tesla,2017-2,* Eaton Vance Corp : JP Morgan raises target price to $43 from $41; underweight
tesla,2017-2,* Everest Re Group Ltd : JP Morgan raises target price to $235 from $225; neutral
tesla,2017-2,* Exact Sciences Corp : Goldman Sachs raises target price to $21 from $16
tesla,2017-2,* FMC Technologies Inc : JP Morgan raises target price to $44 from $38
tesla,2017-2,* FMC Technologies Inc : JP Morgan raises to overweight from neutral
tesla,2017-2,* Foot Locker Inc : Barclays raises target price to $85 from $80; rating overweight
tesla,2017-2,* Foot Locker Inc : Canaccord Genuity ups target price to $87 from $83; rating buy
tesla,2017-2,* Foot Locker Inc : Cowen and Company raises target price to $77 from $74
tesla,2017-2,* Foot Locker Inc : Deutsche Bank raises target price to $90 from $80
tesla,2017-2,* Foot Locker Inc : JP Morgan raises target price to $82 from $79; rating overweight
tesla,2017-2,* Foundation Medicine Inc : Goldman Sachs raises target price to $21 from $19
tesla,2017-2,* Great Plains Energy Inc : SunTrust Robinson raises target price to $30 from $29
tesla,2017-2,* Green Dot Corp : Deutsche Bank raises target price to $30 from $25
tesla,2017-2,* HanesBrands Inc : Morgan Stanley cuts to equal weight from overweight
tesla,2017-2,* HealthSouth Corp : RBC raises target price to $50 from $48; rating outperform
tesla,2017-2,* Hershey Co : Deutsche Bank raises price target to $117 from $115; rating hold
tesla,2017-2,* Hewlett Packard Enterprise Co : Credit Suisse cuts target price to $26 from $27
tesla,2017-2,* Hi Crush Partners LP : Wunderlich cuts target price to $24 from $29
tesla,2017-2,* HMS Holdings Corp : First Analysis cuts target price to $21 from $24
tesla,2017-2,* HMS Holdings Corp : First Analysis cuts to equal-weight from overweight
tesla,2017-2,* Host Hotels & Resorts Inc : Canaccord Genuity cuts target to $19 from $20; hold
tesla,2017-2,* IAC/Interactivecorp : SunTrust Robinson raises target price to $87 from $82; buy
tesla,2017-2,* Immersion Corp : B. Riley raises target price to $13 from $11; rating buy
tesla,2017-2,* Immersion Corp : Cowen and Company cuts target price to $13 from $15; outperform
tesla,2017-2,* International Flavors & Fragrances : JP Morgan cuts target to $123 from $125; neutral
tesla,2017-2,* Invitation Homes Inc : Credit Suisse starts with outperform; target price $24
tesla,2017-2,* Invitation Homes Inc : Deutsche Bank starts with buy rating; $25 target price
tesla,2017-2,* Invitation Homes Inc : Goldman Sachs starts with neutral; $21.5 target price
tesla,2017-2,* Invitation Homes Inc : JP Morgan starts with overweight rating; $25 price target
tesla,2017-2,* Invitation Homes Inc : RBC starts with outperform rating; $23 price target
tesla,2017-2,* J C Penney Company Inc : JP Morgan cuts target price to $5 from $6; neutral
tesla,2017-2,* Jeld-Wen Holding Inc : Wedbush raises target price to $34 from $31; outperform
tesla,2017-2,* Kadant Inc : Barrington Research cuts target price to $72 from $75; outperform
tesla,2017-2,* La Jolla Pharmaceutical : Cowen and Company ups target to $55 from $40;outperform
tesla,2017-2,* La Jolla Pharmaceutical : Jefferies raises price target to $40 from $27; buy
tesla,2017-2,* La Jolla Pharmaceutical : SunTrust Robinson raises target to $57 from $38; buy
tesla,2017-2,* Ladder Capital Corp : Deutsche Bank cuts target price to $16 from $17
tesla,2017-2,* Laredo Petroleum Inc : Barclays raises target price to $19 from $17; overweight
tesla,2017-2,* LaSalle Hotel Properties : Canaccord Genuity raises target price to $30 from $28
tesla,2017-2,* Laureate Education : Barrington Research starts coverage with an outperform rating
tesla,2017-2,* Laureate Education : BMO starts with outperform rating and $17 target price
tesla,2017-2,* Magna International Inc : JP Morgan cuts target price to $54 from $55; overweight
tesla,2017-2,* Main Street Capital Corp : Raymond James cuts to market perform from outperform
tesla,2017-2,* Main Street Capital Corp : SunTrust Robinson raises target price to $36 from $32
tesla,2017-2,* Mammoth Energy Services Inc : Barclays raises target to $26 from $22; overweight
tesla,2017-2,* Marathon Petroleum Corp : Morgan Stanley cuts target price to $66 from $70
tesla,2017-2,* Marsh & Mclennan : JP Morgan raises target price to $83 from $78; overweight
tesla,2017-2,* Matador Resources Co : Canaccord Genuity raises target price to $27 from $24
tesla,2017-2,* Medicines Co : HC Wainwright raises target price to $60; rating buy
tesla,2017-2,* Metaldyne performance Group : RBC Capital ups target to $23 from $21;sector perform
tesla,2017-2,* MSA Safety : Barrington Research raises price target to $78 from $65; outperform
tesla,2017-2,* Nabors Industries Ltd : Deutsche Bank cuts target price to $20 from $21
tesla,2017-2,* Newell Brands Inc : Morgan Stanley raises target price to $60 from $57
tesla,2017-2,* Newfield Exploration Co : BMO cuts target price to $45; rating outperform
tesla,2017-2,* Nielsen Holdings Plc : Pivotal Research ups target price to $39 from $38; hold
tesla,2017-2,* Nordstrom Inc : RBC cuts target price to $47 from $50; rating sector perform
tesla,2017-2,* Nova Measuring Instruments Ltd : Stifel cuts to hold from buy
tesla,2017-2,* Oasis Petroleum Inc : Canaccord Genuity raises target price to $15 from $13; hold
tesla,2017-2,* Oasis Petroleum Inc : RBC raises target price to $19 from $17; rating outperform
tesla,2017-2,* Outfront Media Inc : Barrington Research raises price target to $30; outperform
tesla,2017-2,* Pacific Drilling SA : Deutsche Bank cuts target price to $1 from $2
tesla,2017-2,* Palo Alto Networks Inc : BMO raises target price to $160 from $150
tesla,2017-2,* PBF Energy Inc : Morgan Stanley cuts target price to $26 from $36
tesla,2017-2,* PBF Energy Inc : Morgan Stanley cuts to equal weight from overweight
tesla,2017-2,* Philip Morris International Inc : Goldman Sachs raises target price by $1 to $117
tesla,2017-2,* Physicians Realty Trust : RBC raises price target to $21 from $20; outperform
tesla,2017-2,* Physicians Realty Trust : SunTrust Robinson raises target price to $21 from $20
tesla,2017-2,* Physicians Realty Trust : Wunderlich raises target price to $22 from $21; buy
tesla,2017-2,* Pinnacle West Capital : Ladenburg Thalmann raises target price to $80 from $75
tesla,2017-2,* Pinnacle West Capital : SunTrust Robinson raises target price to $78 from $75
tesla,2017-2,* PRA Health Sciences : Avondale Partners raises target price to $63 from $39.50
tesla,2017-2,* PRA Health Sciences : Avondale Partners raises to market perform rating
tesla,2017-2,* Progressive Corp : JP Morgan raises target price to $40 from $35; rating neutral
tesla,2017-2,* Public Service Enterprise : Wells Fargo cuts to market perform from outperform
tesla,2017-2,* Q2 Holdings Inc : JP Morgan raises target price to $45 from $33; overweight
tesla,2017-2,* QEP Resources Inc : JP Morgan cuts target price to $20 from $25; overweight
tesla,2017-2,* QEP Resources Inc : SunTrust Robinson cuts target price to $17 from $20
tesla,2017-2,* Range Resources Corp : Raymond James cuts price target to $42 from $50; outperform
tesla,2017-2,* Range Resources Corp : SunTrust Robinson cuts target price to $35 from $40
tesla,2017-2,* Rayonier Advanced Materials : RBC raises to outperform from sector perform
tesla,2017-2,* Realty Income Corp : RBC raises target price to $64 from $62; rating sector perform
tesla,2017-2,* Rice Midstream Partners LP : RBC raises target price to $30 from $26; outperform
tesla,2017-2,* RingCentral Inc : Jefferies raises target price to $32 from $29; rating buy
tesla,2017-2,* Rockwell Collins Inc : Deutsche Bank raises target price to $115 from $105
tesla,2017-2,* Sabra Health Care REIT Inc : Stifel raises target price to $26 from $24
tesla,2017-2,* Salesforce.com Inc : RBC raises target price to $86 from $85; rating outperform
tesla,2017-2,* Shell Midstream Partners : Barclays raises target to $36 from $29; equal weight
tesla,2017-2,* Shutterstock Inc : Jefferies cuts price target to $50.00 from $55.00; rating hold
tesla,2017-2,* Silver Bay Realty Trust : Credit Suisse starts with neutral; target price $19
tesla,2017-2,* SM Energy Co : RBC cuts target price to $38 from $41; rating sector perform
tesla,2017-2,* Southwestern Energy Co : Barclays cuts target price to $10 from $11; equal weight
tesla,2017-2,* Store Capital Corp : Goldman Sachs cuts target price to $29 from $30
tesla,2017-2,* Summit Hotel Properties Inc : Canaccord Genuity raises target to $18 from $17; buy
tesla,2017-2,* Sunoco LP : FBR cuts to market perform; cuts target price to $28 from $32
tesla,2017-2,* Sunoco LP : Raymond James cuts target price to $31 from $34; rating outperform
tesla,2017-2,* Superior Uniform Group : Barrington Research ups target to $22 from $21;outperform
tesla,2017-2,* Symantec Corp : Wunderlich raises target price to $32 from $30; rating buy
tesla,2017-2,* Teekay Lng Partners LP : JP Morgan raises target price to $24 from $20;overweight
tesla,2017-2,* Telephone and Data Systems : Raymond James cuts to market perform from strong buy
tesla,2017-2,* Tesaro Inc : Baird cuts to neutral; raises target price to $182 from $127
tesla,2017-2,* TPG Specialty Lending : Barclays ups target price to $20 from $18; equal weight
tesla,2017-2,* Transocean Ltd : Instinet raises target price to $8 from $7; rating reduce
tesla,2017-2,* Tri Pointe Group Inc : Deutsche Bank cuts target price to $13 from $17
tesla,2017-2,* Tri Pointe Group Inc : Deutsche Bank cuts to hold from buy
tesla,2017-2,* Trivago NV : JP Morgan raises target price to $17 from $16; rating overweight
tesla,2017-2,* U.S. Silica Holdings Inc : Credit Suisse raises target price to $68 from $60
tesla,2017-2,* United States Cellular : Raymond James cuts to market perform from strong buy
tesla,2017-2,* Universal Health Services : Mizuho raises target price to $133; rating neutral
tesla,2017-2,* Valero Energy Corp : Morgan Stanley cuts target price to $77 from $80
tesla,2017-2,* Validus Holdings Ltd : JP Morgan raises target price to $65 from $62; overweight
tesla,2017-2,* VimpelCom Ltd : Goldman Sachs raises price target to $5.9 from $5.8; rating buy
tesla,2017-2,* Washington Prime Group Inc : Goldman Sachs cuts target price to $9.30 from $10.80
tesla,2017-2,* Zebra Technologies Corp : Imperial Capital raises target price to $95 from $86
tesla,2017-2,* U.S. Refining and Marketing: Morgan Stanley cuts sector view to in-line from attractive
tesla,2017-2,"BUZZ-U.S. STOCKS ON THE MOVE-Defense stocks, HTG Molecular, AmTrust - Reuters News"
tesla,2017-2,"{{20170227T182118.807+0000}}BUZZ-U.S. STOCKS ON THE MOVE-Defense stocks, HTG Molecular, AmTrust* Eikon search string for individual stock moves: STXBZ"
tesla,2017-2,"The S&P 500 and the Dow Jones Industrial Average edged up to record intraday highs on Monday, after President Donald Trump said he would make a ""big"" statement on infrastructure on Tuesday. [.N]"
tesla,2017-2,"The Dow Jones Industrial Average <.DJI> was down 0.01 percent at 20,819.38, the S&P 500 <.SPX> was down 0.01 percent at 2,367.16 and the Nasdaq Composite <.IXIC> was up 0.02 percent at 5,846.346."
tesla,2017-2,"Goldman Sachs downgraded the electric carmaker's stock to ""sell"" from ""neutral"" and lowered its price target on concerns over the company's crucial Model 3 launch, an unproven solar business and the likelihood of a capital raise this year. [nL3N1GC3V1]"
tesla,2017-2,"Warren Buffett told CNBC that his conglomerate Berkshire Hathaway had purchased about 120 million shares of the iPhone maker in 2017 and that U.S. stocks were not in a ""bubble territory."" [nL2N1GC0DA]"
tesla,2017-2,The drug developer said its lead experimental drug to treat low blood pressure met the main goal of a late-stage study on patients with distributive shock who have not adequately responded to existing treatments. [nL3N1GC3TQ]
tesla,2017-2,"The stock image provider forecasts 2017 revenue of $545 million-$560 million, below estimates of $578.2 million. [nL3N1GC4AM]"
tesla,2017-2,"The in-flight internet provider forecast 2017 revenue of $670 million to $695 million, above estimates of $662.1 million. [nL3N1GC49Q]"
tesla,2017-2,"Lodging REIT Ashford's offer to buy FelCor was ""woefully inadequate"", activist hedge fund Land and Buildings Investment Management LLC, which holds a stake in FelCor, said. [nL3N1GC4LV]"
tesla,2017-2,"The U.S. Food and Drug Administration granted the immunotherapy developer's experimental metastatic melanoma drug, ImmunoPulse IL-12, fast track status. [nL3N1GC3TR]"
tesla,2017-2,"Wal-Mart is running a new price-comparison test in at least 1,200 U.S. stores and squeezing packaged goods suppliers in a bid to close a pricing gap with German-based discount grocery chain Aldi [ALDIEI.UL] and other U.S. rivals like Kroger, according to four sources familiar with the moves. [nL1N1G91ME]"
tesla,2017-2,"The auction house reported a better-than-expected profit for the fourth quarter, helped by a 12 percent decline in costs. [nL3N1GC4I6]"
tesla,2017-2,"The biotechnology company said it would get an immediate option payment of $2.75 million from ASKA Pharmaceutical after giving the Japanese firm license development and commercial rights to its anemia drug, PRS-080. [nL3N1GC47C]"
tesla,2017-2,U.S. defense companies' shares gained after President Donald Trump said he will seek to boost Pentagon spending by $54 billion in his first budget proposal. [nL2N1GC0YL]
tesla,2017-2,The Peruvian construction group's shares extend losses since a local magazine reported the company knew about bribes paid to a former president by its Brazilian partner Odebrecht SA. [nL2N1GC0KQ]
tesla,2017-2,Benchmark Co raised its price target on the broadcasting company's shares to $24 from $19 as it swung to a fourth-quarter profit and reported better-than-expected revenue. [nL3N1GC4ND]
tesla,2017-2,The drug developer said its lead drug to treat patients with relapsed or refractory multiple myeloma achieved median progression-free survival for 133 days and median overall survival for 17.7 months in an early-stage study. [nL3N1GC4K9]
tesla,2017-2,The drugmaker forecast 2017 sales of $1.24 billion-$1.29 billion versus analysts' view of $1.28 billion. {nL3N1GC4BB]
tesla,2017-2,"The property and casualty insurer reported a lower fourth-quarter operating profit, hurt by a reserve charge. [nL3N1GC4HT]"
tesla,2017-2,"The T.V. station operator reported an about 10 percent rise in revenue to $887.4 million for the fourth quarter, helped by strong performance of its media segment. [nL3N1GC4PG]"
tesla,2017-2,The molecular diagnostics company said it would launch a new genetic-sequencing service in the current quarter ending March. [nL3N1GC4U1]
tesla,2017-2,The Canadian drugmaker said it scaled up the gastrointestinal unit Salix's sales force by nearly 40 percent. [nL3N1GC4WM]
tesla,2017-2,Valeant will report fourth-quarter results before the bell on Tuesday.
tesla,2017-2,"The ceiling maker forecasts full-year sales above estimates and said it expects growth in repair, remodeling and new construction activity in 2017. [nL3N1GC4LK]"
tesla,2017-2,{{20170227T175919.547+0000}}Tesla deepens recent losses after Goldman recommends sellingBy Noel Randewich
tesla,2017-2,"SAN FRANCISCO, Feb 27 (Reuters) - Shares of Tesla dropped on Monday after a downgrade by Goldman Sachs, bringing the electric carmaker's decline to 11 percent since its quarterly report last week stoked worries about how much cash it is using to launch its Model 3 sedan."
tesla,2017-2,"Concerns that Tesla's Model 3 production this year might be delayed, as well as expectations the company will sell stock to raise $1.7 billion, led Goldman Sachs analyst David Tamberrino to downgrade Tesla to ""sell"" from ""neutral""."
tesla,2017-2,"That helped push the stock down 4.83 percent to $244.52 in morning trade on Monday. If it closes at that level, it will have been the worst three-day performance for the shares since June last year."
tesla,2017-2,"Even with the recent drop, Tesla has surged more than 30 percent since early December and is up 14 percent in 2017."
tesla,2017-2,"Tesla has traded between $180 and $280 in recent years, and after hitting 2015 highs earlier this month, it may be headed toward the bottom of that range, Tamberrino wrote in a note to clients."
tesla,2017-2,"Tesla investors and short sellers disagree about whether the company will become a carbon-free energy and transportation heavyweight or be overtaken first by older, deep-pocketed manufacturers such as General Motors Co ."
tesla,2017-2,"Seven analysts recommend selling Tesla's shares, while six recommend buying and seven have neutral ratings. Few stocks on Wall Street attract more ""sell"" than ""buy"" ratings."
tesla,2017-2,"Last May, Goldman Sachs's previous Tesla analyst, Patrick Archambault, raised his rating on Tesla to ""buy"" from ""neutral"" hours before the bank helped launch a secondary stock offer for the company."
tesla,2017-2,The timing of the two events attracted attention on Wall Street because banks are required to keep their underwriting activities separate from their broker research.
tesla,2017-2,{{20170227T173241.402+0000}}Self-driving Nissan car takes to Europe's streets for first timeBy Costas Pitas
tesla,2017-2,"LONDON, Feb 27 (Reuters) - Guided by cameras and radars, and negotiating traffic and roundabouts, a self-driving Nissan <7201.T> car took to the streets of London on Monday for the Japanese company's first European tests of an autonomous vehicle."
tesla,2017-2,"Travelling at up to 50 miles (80 km) per hour and moving from local streets to a major multi-lane road, the modified Nissan LEAF electric car showcased the kind of technology many hope to be the future of travel."
tesla,2017-2,"Britain has been wooing developers of autonomous vehicles, hoping to grab a slice of an industry it estimates could be worth 900 billion pounds ($1.1 trillion) worldwide by 2025."
tesla,2017-2,"It also recently announced changes to allow for a single insurance policy to cover motorists driving conventionally and in autonomous mode, as it tries to get regulations in place to encourage the uptake of driverless cars from 2020. [nL5N1FT5SL]"
tesla,2017-2,"Britain's flexible approach to testing autonomous vehicles helped Nissan pick London for its first European tests, the director of its research centre in Silicon Valley told Reuters."
tesla,2017-2,"""It's not everywhere in Europe that we can go and drive on the road,"" Maarten Sierhuis said."
tesla,2017-2,"""You don't want to go to the most difficult parts of London when you start. The system has to be tested,"" he said of the east of the capital where the trials are taking place near the ExCeL exhibition centre and London City Airport."
tesla,2017-2,"Nissan liaised with regulator Transport for London and the police ahead of the trials, supplying details of its route and the rules it would follow, and was advised to keep a full log that it would share in the event of an incident, it said."
tesla,2017-2,"Inside the vehicle, the car switches from conventional to self-driving mode at the touch of the button 'Enter' and a screen identifies the nearest vehicles to the car in red and green, also showing the speed the car is travelling."
tesla,2017-2,"Nearly two dozen cameras, radars and lasers are fitted on the top and around the side of vehicle to guide its path."
tesla,2017-2,A driverless car took to Britain's streets for the first time in the southern English town of Milton Keynes in October last year but travelled at a much slower speed.
tesla,2017-2,Global automakers are racing to catch up with the likes of Google and Tesla which have carried out several autopilot and self-driving tests in recent months in the United States and elsewhere.
tesla,2017-2,"Jaguar Land Rover is planning to test around 100 autonomous and internet-connected cars in Britain by 2020, while Volvo is also planning a test soon in London."
tesla,2017-2,"Nissan, which has already tested the self-driving LEAF in Tokyo and Silicon Valley, hopes to carry out similar trials in other European cities soon after this week's London trials."
tesla,2017-2,"""We're thinking of testing in the Netherlands and Paris. It's not easy to go and test everywhere because we need to create maps, we need to get approval from the regulators and then it is expensive to set up a test,"" Sierhuis said."
tesla,2017-2,"{{20170227T111623.166+0000}}BUZZ-Tesla: Goldman cuts to ""sell""** Goldman Sachs downgrades Tesla shares to ""sell"" and sees a 28 pct downside to current levels"
tesla,2017-2,"** Concerns over Model 3 launch, an unproven solar business and likelihood of a capital raise this year underpins Goldman's bearish view"
tesla,2017-2,** Tesla shares fell nearly 6 pct last Thursday on worries over its cash-burn [nL4N1G84UH]
tesla,2017-2,** GS notes Tesla shares have traded in a $180-$280 price range over the past couple of years and sees stock headed back towards the lower end of this band
tesla,2017-2,"** Broker says based on recent history, Tesla shares see an average 3-mo move up driven by hype around product launches followed by a 7-mo decline as launches are pushed out and profit margins disappoint"
tesla,2017-2,{{20170226T212826.286+0000}}Trump administration re-evaluating self-driving car guidanceBy David Shepardson
tesla,2017-2,"WASHINGTON, Feb 26 (Reuters) - U.S. Transportation Secretary Elaine Chao said on Sunday she was reviewing self-driving vehicle guidance issued by the Obama administration and urged companies to explain the benefits of automated vehicles to a skeptical public."
tesla,2017-2,"The guidelines, which were issued in September, call on automakers to voluntarily submit details of self-driving vehicle systems to regulators in a 15-point ""safety assessment"" and urge states to defer to the federal government on most vehicle regulations."
tesla,2017-2,"Automakers have raised numerous concerns about the guidance, including that it requires them to turn over significant data, could delay testing by months and lead to states making the voluntary guidelines mandatory."
tesla,2017-2,"In November, major automakers urged the then-incoming Trump administration to re-evaluate the guidelines and some have called for significant changes. Automakers called on Congress earlier this month to make legislative changes to speed self-driving cars to U.S. roads."
tesla,2017-2,"Chao, in her first major public remarks since taking office last month, told the National Governors Association: ""This administration is evaluating this guidance and will consult with you and other stakeholders as we update it and amend it, to ensure that it strikes the right balance."""
tesla,2017-2,"In 2015, 35,092 people died in U.S. traffic crashes, up 7 percent and the highest full-year increase since 1966. In the first nine months of 2016, fatalities were up 8 percent."
tesla,2017-2,"Chao, noting research that 94 percent of traffic crashes were due to human error, said: ""There's a lot at stake in getting this technology right."""
tesla,2017-2,"She said the Trump administration wanted to ensure it ""is a catalyst for safe, efficient technologies, not an impediment. In particular, I want to challenge Silicon Valley, Detroit, and all other auto industry hubs to step up and help educate a skeptical public about the benefits of automated technology."""
tesla,2017-2,"Companies including Alphabet Inc's self-driving car Waymo unit , General Motors Co , Ford Motor Co , Uber Technologies Inc [UBER.UL], Tesla Inc and other are aggressively pursuing automated vehicle technologies."
tesla,2017-2,"Chao said she was ""very concerned"" about the potential impact of automated vehicles on employment. There are 3.5 million U.S. truck drivers alone and millions of others employed in driving-related occupations."
tesla,2017-2,"She also said she would seek input from states as regulators develops rules on drones. ""We will ask for your input as the (Federal Aviation Administration) develops standards and regulations to ensure that drones can be safely integrated into our country's airspace,"" she said."
tesla,2017-2,"{{20170224T211949.503+0000}}BRIEF-Tesla new CFO to have annual base salary of $500,000 Feb 24 (Reuters) - Tesla Inc :"
tesla,2017-2,"* Tesla - new CFO Deepak Ahuja will have annual base salary of $500,000 and will receive a $15 million new hire equity grant"
tesla,2017-2,Voir aussi BREAKINGVIEWS-Mnuchin's stock-market brag is double-edged sword [nL1N1G80TV]
tesla,2017-2,"{{20170224T003651.692+0000}}UPDATE 2-Alphabet's self-driving car unit sues Uber with trade theft charge(Adds Uber comment, paragraph 4, lawsuit's details)"
tesla,2017-2,"SAN FRANCISCO, Feb 23 (Reuters) - Alphabet Inc's Waymo self-driving car unit sued Uber Technologies [UBER.UL] and its autonomous trucking subsidiary Otto on Thursday over allegations of theft of its confidential and proprietary sensor technology."
tesla,2017-2,"Waymo accused Uber and Otto, acquired by the ride services company in August, with stealing confidential information on Waymo's Lidar sensor technology to help speed its own efforts in autonomous technology."
