firm_id,date,text
tesla,2017-5,* Thermon Group Holdings Inc : SunTrust Robinson cuts target price to $16 from $18
tesla,2017-5,* Urogen Pharma Ltd : Jefferies starts with buy rating; $27 price target
tesla,2017-5,* Urogen Pharma Ltd : Raymond James starts with outperform rating; $25 TP
tesla,2017-5,* Whiting Petroleum Corp : Goldman Sachs cuts target price to $7.25 from $11.50
tesla,2017-5,* Whiting Petroleum Corp : Goldman Sachs cuts to sell from neutral
tesla,2017-5,* Workday Inc : Wedbush raises target price to $96 from $91; rating neutral
tesla,2017-5,* Yum Brands : Cowen and Company raises target price to $85 from $80
tesla,2017-5,* Zynga Inc : Piper Jaffray raises to overweight from neutral - Trader
tesla,2017-5,* SMID E&P: Goldman Sachs cuts coverage view to neutral from attractive
tesla,2017-5,Connecticut Retirement Plans & Trust Funds seek shareholders' nod for declassification of Tesla board - Reuters Investor Briefs
tesla,2017-5,{{20170525T150033.235+0000}}Connecticut Retirement Plans & Trust Funds seek shareholders' nod for declassification of Tesla boardMay 25 (Reuters) - Tesla Inc <TSLA.O>:Connecticut Retirement Plans and Trust Funds urges Tesla Inc shareholders to vote for proposal related to board declassification at Tesla - SEC filing.Connecticut Retirement Plans and Trust Funds on Tesla board - believe board independence and director succession
tesla,2017-5,{{20170525T144828.195+0000}}BRIEF-Connecticut Retirement Plans & Trust Funds seek shareholders' nod for declassification of Tesla boardMay 25 (Reuters) - Tesla Inc
tesla,2017-5,* Connecticut Retirement Plans and Trust Funds urges Tesla Inc shareholders to vote for proposal related to board declassification at Tesla - SEC filing
tesla,2017-5,* Connecticut Retirement Plans and Trust Funds on Tesla board - believe board independence and director succession planning not given priority they deserve
tesla,2017-5,"* Connecticut Retirement Plans and Trust Funds owned 45,567 shares of Tesla inc's stock, according to Tesla's proxy statement dated April 20, 2017"
tesla,2017-5,"{{20170525T000728.967+0000}}Worker advocacy group report says Tesla's injury rate higher than averageSAN FRANCISCO, May 24 (Reuters) - A California-based workers advocacy group released a report on Wednesday saying that Tesla Inc data showed its workers have been injured at a rate a third higher than the auto industry average."
tesla,2017-5,Tesla responded to the report by saying its accident rate in the first quarter of 2017 was 32 percent better than the industry average.
tesla,2017-5,"""We may have had some challenges in the past as we were learning how to become a car company, but what matters is the future and with the changes we've made, we now have the lowest injury rate in the industry by far,"" said Tesla in a statement."
tesla,2017-5,"One change was adding a third shift, which Tesla said led to a 30 percent drop in recordable incidents in the first quarter of 2017 from a year earlier."
tesla,2017-5,Worksafe said the first-quarter data was preliminary and not enough to show a trend.
tesla,2017-5,"The UAW, which put the report on the front page of its website, declined comment."
tesla,2017-5,"The report comes at a critical time for the Silicon Valley luxury carmaker, which is preparing to launch its Model 3 sedan, hiring and ramping up its factory for a six-fold increase in volume next year. [nL1N1HU0BC]"
tesla,2017-5,Worksafe Executive Director Doug Parker told journalists in a briefing that the group met with Tesla factory workers after being approached by the UAW. Worksafe engages in campaigns with unions and other groups.
tesla,2017-5,"The Worksafe analysis of Tesla injury logs sent to California health and safety regulators showed that the carmaker had 8.8 injuries per 100 workers in 2015, 31 percent higher than the U.S. automotive industry mean of 6.7."
tesla,2017-5,"The figure, called a ""total recordable incidence rate"" (TRIR) fell to 8.1 injuries per 100 workers in 2016, for which industry-wide data is not yet available."
tesla,2017-5,"Worksafe also calculated that the rate of serious injuries known as ""days away, restrictions and transfers"" was double the industry rate in 2015 and fell slightly the next year."
tesla,2017-5,"{{20170524T065134.020+0000}}ANALYSIS-India's electric vehicles push likely to benefit Chinese car makers* New policy likely to favour EVs over hybrid, conventional cars"
tesla,2017-5,* Policy uncertainty is forcing car makers to delay plans in India
tesla,2017-5,"NEW DELHI, May 24 (Reuters) - India's ambitious plan to push electric vehicles at the expense of other technologies could benefit Chinese car makers seeking to enter the market, but is worrying established automakers in the country who have so far focused on making hybrid models."
tesla,2017-5,"India's most influential government think-tank unveiled a policy blueprint this month aimed at electrifying all vehicles in the country by 2032, in a move that is catching the attention of car makers that are already investing in electric technology in China such as BYD <002594.SZ> <1211.HK> and SAIC <600104.SS>."
tesla,2017-5,"The May 12 report by Niti Aayog, the planning body headed by Prime Minister Narendra Modi, recommends lower taxes and loan interest rates on electric vehicles while capping sales of petrol and diesel cars, seen as a radical shift in policy. [nL4N1I62IM] [nL4N1IE2AL]"
tesla,2017-5,"India also plans to impose higher taxes on hybrid vehicles compared with electric, under a new unified tax regime set to come into effect from July 1, upsetting car makers like Maruti Suzuki and Toyota Motor <7203.T>. [nL4N1IO46G]"
tesla,2017-5,"The prospect of India aggressively promoting electric vehicles was a ""big opportunity"", a source close to SAIC, China's biggest automaker, told Reuters."
tesla,2017-5,"""For a newcomer, this is a good chance to establish a modern, innovative brand image,"" the source said, although they added the company would need more clarity on policy before deciding whether to launch electric vehicles in India."
tesla,2017-5,Earlier this year SAIC set up a local unit called MG Motor which is finalising plans to buy a car manufacturing plant in western India. A spokesman at SAIC did not comment specifically on the company's India plans.
tesla,2017-5,"Warren Buffett-backed BYD already builds electric buses in the country, while rival Chongqing Changan <000625.SZ> has said it may enter India by 2020. [nL3N16U43O]"
tesla,2017-5,"BYD said in a statement the company would have ""a lot more confidence"" to engage in the Indian market if the government supported the proposed policy. The company said it would look at increasing its investment in India but did not give details on how it would expand its business and market share."
tesla,2017-5,"While the Niti Aayog report has not yet been formally adopted, government sources have said it was likely to form the basis of a new green cars policy."
tesla,2017-5,"If so, India would be following similar moves by China, which has been aggressively pushing clean vehicle technologies. But emulating China's success could be tough."
tesla,2017-5,"Electric vehicles are expensive due to high battery costs, and car makers say a lack of charging stations in India could make the whole proposition unviable."
tesla,2017-5,"The proposed policy focuses on electric vehicles, and is likely to also include plug-in hybrids. But it overlooks conventional hybrid models already sold in India, such as Toyota's Camry sedan, Honda Motor's <7267.T> Accord sedan and so-called mild hybrids built by Maruti Suzuki."
tesla,2017-5,"Hybrids combine fossil fuel and electric power, with mild hybrids making less use of the latter."
tesla,2017-5,"In doubling down on electric power India would be shifting away from its previous policy, announced in 2015, that supported hybrid and electric technology."
tesla,2017-5,"That could delay investments in India, expected to be the world's third-largest passenger car market within the next decade, according to industry executives and analysts."
tesla,2017-5,"""All these policy changes will affect future products and investments,"" said Puneet Gupta, South Asia manager at consultant IHS Markit, adding that most car makers would need to rethink product launches, especially of hybrids."
tesla,2017-5,"Mahindra & Mahindra is the only electric car maker in India but has struggled to ramp up sales, blaming low buyer interest and insufficient infrastructure."
tesla,2017-5,"Pawan Goenka, managing director at Mahindra said the company was working with the government and other private players to set up charging stations in India. Mahindra was also focusing on developing electric fleet cars and taxis, Goenka said."
tesla,2017-5,"The cost of setting up a car charging station in India ranges from $500 to $25,000, depending on the charging speed, according to a 2016 report by online journal IOPscience."
tesla,2017-5,"While the proposed policy suggests setting up battery swapping stations and using tax revenues from sales of petrol and diesel vehicles to set up charging stations, it does not specify the investment needed or whether the government would contribute."
tesla,2017-5,"""For full electric vehicles, the economic gap remains huge and the charging infrastructure needed does not exist,"" said a spokesman at Tata Motors . The company makes electric buses and is working on developing electric and hybrid cars."
tesla,2017-5,"Most automakers have focused on bringing in hybrid models that are seen as a stepping stone to electrification. Toyota recently launched its luxury hybrid brand Prius in India, while Hyundai Motor <005380.KS> plans to debut its Ioniq hybrid sedan next year."
tesla,2017-5,"Maruti's parent Suzuki Motor <7269.T>, along with Toshiba <6502.T> and Denso <6902.T>, plans to invest 20 billion yen ($180 million) to set up a lithium ion battery plant in India which would support Maruti's plan to build more hybrids. [nL3N1HM1YW]"
tesla,2017-5,"But the apparent sharp shift in policymakers' thinking in favour of electrification is forcing automakers like Toyota and Nissan Motor <7201.T> to seek more clarity before finalising future products for India, while Hyundai may delay new launches."
tesla,2017-5,"Toyota, the world's No. 2 carmaker by sales, had planned to have a hybrid variant for all its vehicles in India, but the company's future launches would now depend on the new policy, said Shekar Viswanathan, vice chairman of its Indian subsidiary."
tesla,2017-5,"Nissan, which plans to launch a hybrid SUV later this year, said in a statement it was waiting for more clarity before deciding whether to bring electric cars to India."
tesla,2017-5,"A plan by Hyundai to launch at least three hybrid cars in India in 2019-2020 would likely to be delayed, said a source."
tesla,2017-5,"""If the government will be aggressive on electric vehicles and not support other technologies, companies will need to rethink investments,"" said an executive with an Asian carmaker. ($1 = 64.5600 Indian rupees) ($1 = 111.1700 yen)"
tesla,2017-5,{{20170523T110001.824+0000}}RPT-Investors skeptical Ford CEO change will revive stock price(Repeats story published Monday to widen distribution with no changes)
tesla,2017-5,"NEW YORK, May 23 (Reuters) - Ford Motor Co's unexpected decision to replace its chief executive officer on Monday may not be the catalyst that revives its slumping share prices."
tesla,2017-5,"Shares of the second-largest U.S. automaker rose 2.1 percent Monday, a relatively muted reaction given the 0.5 percent gain in the broad Standard & Poor's 500 index <.SPX>. Over the last 12 months, shares of Ford are down nearly 16 percent due to concerns of declining automobile sales and the threat of autonomous vehicles to shrink future demand. [nL4N1IO2J0]"
tesla,2017-5,"The S&P 500 index has jumped nearly 17 percent over the same time, while shares of competitor General Motors Co are up about 8 percent and shares of electronic vehicle pioneer Tesla Inc are up nearly 41 percent."
tesla,2017-5,"""There's just nothing out there that looks like it will get the stock moving,"" said Gary Bradshaw, an analyst at Dallas-based Hodges Capital, who said that he attended a luncheon with outgoing CEO Mark Fields about two months ago in which Fields pressed the portfolio managers sitting around him about why they were not buying shares in the company."
tesla,2017-5,"The change in the company's leadership does not solve the structural problems facing the industry, said Bradshaw, who does not own shares in the company and does not plan on adding them."
tesla,2017-5,"""GM is in the same boat. They don't have a car out there like a Tesla that is getting people excited and saying they need to buy it,"" he said."
tesla,2017-5,One significant auto investor who declined to be named said the CEO change would probably not be a catalyst for the stock.
tesla,2017-5,"""The company hasn't kept pace with innovation, and the sector faces long-term problems,"" the person said."
tesla,2017-5,GM's buy-back spending was $2.5 billion last year and $16.8 billion over five years.
tesla,2017-5,"Ford has a dividend yield of 5.5 percent, versus General Motors of 4.6 percent."
tesla,2017-5,"Ford has felt less pressure from outside activists to undertake efforts to boost its share price, in large part because the Ford family, which holds nearly 40 percent of the voting power among shareholders. GM, by comparison, has fended off calls from well known hedge funds like David Einhorn's Greenlight Capital, which has pressed the company to split the company's stock. [nL1N1HX1A2]"
tesla,2017-5,"Ford's new chief executive, James Hackett, who had been overseeing its division focused on self-driving cars, has a reputation as a turnaround artist for guiding changes at furniture maker Steelcase Inc that helped it regain its market leading position, though those reforms did not always benefit shareholders."
tesla,2017-5,"Over the 18 years that Hackett oversaw Steelcase as a public company, the stock fell by more than 55 percent and delivered a total return, including reinvested dividends of negative 22.3 percent, or an annualized total return under his tenure of negative 1.54 percent. By contrast, the S&P 500 generated an annualized total return over the same run of 5.62 percent."
tesla,2017-5,"Notably, on both a price and total return basis, Steelcase underperformed its main competitors like Herman Miller Inc and HNI Corp by substantial margins on a cumulative basis."
tesla,2017-5,"Other management changes at the company could be coming as Hackett attempts to reposition the company for a new era of electric vehicles and autonomous driving, said Adam Jonas, an analyst at Morgan Stanley. That could mean that ""the earnings situation may need to get materially worse before it gets better,"" he wrote in a note Monday."
tesla,2017-5,- Note: Reuters has not verified this story and does not vouch for its accuracy
tesla,2017-5,{{20170522T231220.829+0000}}Investors skeptical Ford CEO change will revive stock priceBy David Randall
tesla,2017-5,"NEW YORK, May 22 (Reuters) - Ford Motor Co's unexpected decision to replace its chief executive officer on Monday may not be the catalyst that revives its slumping share prices."
tesla,2017-5,"Shares of the second-largest U.S. automaker rose 2.1 percent Monday, a relatively muted reaction given the 0.5 percent gain in the broad Standard & Poor's 500 index <.SPX>. Over the last 12 months, shares of Ford are down nearly 16 percent due to concerns of declining automobile sales and the threat of autonomous vehicles to shrink future demand. [nL4N1IO2J0]"
tesla,2017-5,"The S&P 500 index has jumped nearly 17 percent over the same time, while shares of competitor General Motors Co are up about 8 percent and shares of electronic vehicle pioneer Tesla Inc are up nearly 41 percent."
tesla,2017-5,"""There's just nothing out there that looks like it will get the stock moving,"" said Gary Bradshaw, an analyst at Dallas-based Hodges Capital, who said that he attended a luncheon with outgoing CEO Mark Fields about two months ago in which Fields pressed the portfolio managers sitting around him about why they were not buying shares in the company."
tesla,2017-5,"The change in the company's leadership does not solve the structural problems facing the industry, said Bradshaw, who does not own shares in the company and does not plan on adding them."
tesla,2017-5,"""GM is in the same boat. They don't have a car out there like a Tesla that is getting people excited and saying they need to buy it,"" he said."
tesla,2017-5,One significant auto investor who declined to be named said the CEO change would probably not be a catalyst for the stock.
tesla,2017-5,"""The company hasn't kept pace with innovation, and the sector faces long-term problems,"" the person said."
tesla,2017-5,GM's buy-back spending was $2.5 billion last year and $16.8 billion over five years.
tesla,2017-5,"Ford has a dividend yield of 5.5 percent, versus General Motors of 4.6 percent."
tesla,2017-5,"Ford has felt less pressure from outside activists to undertake efforts to boost its share price, in large part because the Ford family, which holds nearly 40 percent of the voting power among shareholders. GM, by comparison, has fended off calls from well known hedge funds like David Einhorn's Greenlight Capital, which has pressed the company to split the company's stock. [nL1N1HX1A2]"
tesla,2017-5,"Ford's new chief executive, James Hackett, who had been overseeing its division focused on self-driving cars, has a reputation as a turnaround artist for guiding changes at furniture maker Steelcase Inc that helped it regain its market leading position, though those reforms did not always benefit shareholders."
tesla,2017-5,"Over the 18 years that Hackett oversaw Steelcase as a public company, the stock fell by more than 55 percent and delivered a total return, including reinvested dividends of negative 22.3 percent, or an annualized total return under his tenure of negative 1.54 percent. By contrast, the S&P 500 generated an annualized total return over the same run of 5.62 percent."
tesla,2017-5,"Notably, on both a price and total return basis, Steelcase underperformed its main competitors like Herman Miller Inc and HNI Corp by substantial margins on a cumulative basis."
tesla,2017-5,"Other management changes at the company could be coming as Hackett attempts to reposition the company for a new era of electric vehicles and autonomous driving, said Adam Jonas, an analyst at Morgan Stanley. That could mean that ""the earnings situation may need to get materially worse before it gets better,"" he wrote in a note Monday."
tesla,2017-5,"{{20170522T203941.029+0000}}UPDATE 9-Ford names Hackett as CEO to tackle car rivals, Silicon Valley(Adds detail on possible future cost cuts, link to Breakingviews column, closing stock price)"
tesla,2017-5,"WASHINGTON/DEARBORN, Mich., May 22 (Reuters) - Ford Motor Co abruptly named James Hackett as chief executive on Monday, responding to investors' growing unease about the U.S. automaker's slumping stock price and its ability to counter threats from longtime rivals and Silicon Valley."
tesla,2017-5,"Ford Chairman Bill Ford Jr., whose family effectively controls the U.S. No. 2 automaker, said he wanted Hackett to speed up decision-making and cut costs, but did not offer specifics on how the new CEO should change operations."
tesla,2017-5,"Ford, which announced plans to cut 1,400 white-collar positions last week, is expected to look at further significant cost cuts in the next three to six months, according to company officials, speaking on condition of anonymity as the plans have not been finalized."
tesla,2017-5,"Hackett, 62, known as a turnaround expert who for the past year has led the Ford unit developing self-driving cars and related projects, replaces Mark Fields, 56, who spent less than three years as CEO."
tesla,2017-5,"Fields' abrupt dismissal caught nearly all at Ford by surprise, but concerns about the company's direction have been brewing for some time."
tesla,2017-5,"Ford, once the most financially secure of the 'Big Three' Detroit automakers, and the only one not to take U.S. government money in the U.S. auto industry bailout a decade ago, reported record profit in 2015, but now finds itself under pressure on all sides as overall U.S. auto sales fall."
tesla,2017-5,"Rival General Motors Co is aggressively targeting Ford's share of the lucrative North American truck and sport utility business, the source of 90 percent of Ford's profit."
tesla,2017-5,"Meanwhile, investors see Ford as a laggard in the shift toward electric vehicles, self-driving technology and ride-sharing. Ford's $44 billion market value is below electric car pioneer Tesla Inc's $51 billion."
tesla,2017-5,"Bill Ford and other descendants of company founder Henry Ford effectively control the automaker through a special class of shares, but many investors share his concern that the company is running out of time."
tesla,2017-5,"Ford shares closed up 2.1 percent at $11.10. At Friday's close, they had fallen 37 percent since Fields took over three years ago at the peak of the U.S. auto industry's recovery from the crisis last decade."
tesla,2017-5,"The automaker has tangled with U.S. President Donald Trump, who spent more than a year criticizing the company on the campaign trail for expanding operations in Mexico and exporting U.S. jobs. A Ford spokeswoman said Trump was not a factor in Fields' departure."
tesla,2017-5,"Overall U.S. auto sales are slipping after a long boom. But GM has moved faster than Ford to slash unprofitable operations, and Tesla has been quicker to deploy new technology."
tesla,2017-5,"Bill Ford indicated the company would take more aggressive action to cut costs. ""We have to modernize the business"" and move ""decisively to address underperforming areas,"" he said."
tesla,2017-5,"Hackett, who overhauled furniture maker Steelcase Inc and then turned around the ailing University of Michigan football program, becomes the latest in a line of non-family CEOs brought in with a mandate to change the management culture at one of the auto industry's oldest institutions. [nL1N1IO12C]"
tesla,2017-5,"That task has frustrated many of his predecessors, including Bill Ford, who had been CEO before replacing himself in 2006 with Boeing Co executive Alan Mulally."
tesla,2017-5,"The decision to replace Fields did not result from a single event, Bill Ford told Reuters."
tesla,2017-5,"""There is no smoking gun here,"" he said. ""It's more the way we are organized, the way Jim is going to streamline the organization."""
tesla,2017-5,"As CEO of Steelcase, based in Grand Rapids, Michigan, Hackett slashed thousands of jobs and refocused the company on innovation. [nL1N1IO0MR]"
tesla,2017-5,"A former Ford director and interim athletic director at the University of Michigan, Hackett was tapped in March 2016 to run Ford Smart Mobility, a unit established to oversee and coordinate forays into autonomous driving, ride sharing and other ventures. [nL1N1IO12C]"
tesla,2017-5,"In that role, he helped oversee Ford's acquisition of San Francisco ride-sharing company Chariot and its $1 billion investment in Argo AI, a self-driving startup focused on robotics and artificial intelligence."
tesla,2017-5,The upheaval at Ford underlines pressure on all three major Detroit automakers to prove they can avoid losses as the U.S. market begins to slow from last year's record sales.
tesla,2017-5,"GM CEO Mary Barra is fending off attacks from hedge fund Greenlight Capital, which wants to install new directors and split the company's stock. In March, GM sold its money-losing Opel division to France's PSA Group , effectively exiting Europe in a move Barra promised would free cash for share buybacks. [nL5N1GJ0LA]"
tesla,2017-5,The shake-up at Ford may bring scrutiny to its own plans in the region. The company posted a record $1.2 billion profit in Europe last year but warned that the impact of Britain's vote to leave the European Union would put a dent in 2017 earnings. [nL5N1FH4LE]
tesla,2017-5,"Under a broader shake-up announced on Monday, former Ford of Europe chief Jim Farley will become president of a new ""Global Markets"" group that will include Ford's regional sales and marketing operations around the world as well as its Lincoln luxury brand."
tesla,2017-5,"The company is also putting government relations and corporate communications under Ford Jr., and Hackett said the great-grandson of Henry Ford would have a higher public profile."
tesla,2017-5,"Fields, who earned $22.1 million in 2016 and had a 28-year-career at Ford, also faced a clamor for share repurchases at the company's annual meeting earlier this month. [nL5N1H84H1]"
tesla,2017-5,"Ford said last week it would cut 1,400 staff positions in North America and Asia, a small fraction of the 20,000 job reductions some news outlets had reported were imminent. [nL2N1IJ0EP]"
tesla,2017-5,"The company reported a record $10.4 billion in pretax earnings in 2016, but investors were concerned by a weak first quarter and lower profit forecast for 2017, as well as higher costs for investments in ""emerging opportunities."" [nL2N1BQ06W]"
tesla,2017-5,Limoneira and Tesla power up to save energy costs - Reuters Investor Briefs
tesla,2017-5,Limoneira and Tesla power up to save energy costs - Reuters Investor Briefs
tesla,2017-5,{{20170522T124303.237+0000}}BRIEF-Limoneira and Tesla power up to save energy costsMay 22 (Reuters) - Limoneira Co
tesla,2017-5,* Announced commissioning of a new joint project with Tesla to reduce energy costs
tesla,2017-5,{{20170522T112656.609+0000}}BREAKINGVIEWS-CEO ejection hardly gets Ford back in the race(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)
tesla,2017-5,"SHANGHAI, May 22 (Reuters Breakingviews) - Ford Motor's many flubs under Mark Fields were becoming existential for the $43 billion carmaker's founding family. Two weeks ago, a majority of those shareholders not named Ford voted to abolish the family's super-voting stock. The Fords took the hint, and the chief executive is now leaving. But naming a 62-year-old from the furniture trade to replace him hints at how unprepared the family was for a revolt."
tesla,2017-5,"That Fields' job was in jeopardy was no secret. The 36 percent decline in Ford shares since he replaced Alan Mulally nearly three years ago was the mathematical manifestation of investors' discontent in his stewardship. Even General Motors only withstood a 10 percent slide, while Fiat Chrysler and Tesla both increased strongly."
tesla,2017-5,"This sparked a last-ditch move by Fields a week ago to cut white-collar workers, potentially irritating jobs-obsessed President Donald Trump, with whom the company clashed over plans to move production of some small cars to Mexico. It backtracked on that decision, in part because of slack demand for those vehicles."
tesla,2017-5,"- Ford Motor Chief Executive Mark Fields is set to leave the carmaker as part of a shake-up that includes other top executive changes as the company's shares hover near a 52-week low, several media reported on May 22."
tesla,2017-5,"- Forbes and the New York Times reported James Hackett, head of the Ford unit that works on autonomous vehicles, would take the reins. An announcement could come as early as Monday."
tesla,2017-5,"- Ford's board of directors and Chairman Bill Ford Jr. had been unhappy with the company's performance, and sought more reassurance that investments in self-driving cars, electric vehicles and ride services would pay off."
tesla,2017-5,"- For previous columns by the author, Reuters customers can click on [COX/]"
tesla,2017-5,{{20170522T053054.646+0000}}BRIEF-Tesla CEO Musk says Tesla autopilot software release rolling out in June - tweetMay 22 (Reuters) -
tesla,2017-5,"* Tesla CEO Musk says ""excited about the Tesla autopilot software release rolling out next month"" - tweet"
tesla,2017-5,"{{20170519T141441.644+0000}}BUZZ-VIEW FROM THE BUYSIDE-Jupiter's Clunie ""heavily"" shorting US stocks** Jupiter's James Clunie is ""heavily"" shorting US stocks, saying the country's equity market is in ""bubble"" territory"
tesla,2017-5,"** Clunie says contrarian trade relies on picking up cheap call options, that the manager says are mispriced relative to puts, to hedge the short position"
tesla,2017-5,"** ""Almost everyone with a good track record is long US equities,"" he says. ""They are long the US and buying expensive hedges. We are short the US and buying cheap hedges."""
tesla,2017-5,"** Adds cheap calls protect against ""flare-ups"" seen at the end of bull markets where stocks rip higher"
tesla,2017-5,"** Short positions in US stocks Clunie has discussed in recent investment letters include Transdigm , Tesla , Caterpillar , Campbell Soup , Nexstar and Under Armour"
tesla,2017-5,"{{20170518T120003.252+0000}}Daimler, Vivint Solar in exclusive deal on U.S. home batteriesBy Nichola Groom"
tesla,2017-5,"May 18 (Reuters) - German automaker Daimler AG will enter the nascent U.S. market for home batteries through a collaboration with residential rooftop solar installer Vivint Solar Inc , the two companies said on Thursday."
